	Identifiant	Dev_stage.x	Site.x	UHI_class_2021.x	UHI_12_02_pixel.x	UHI_03_04_pixel.x	UHI_09_04_pixel.x	Session.x	Dispositif.x	Min1	Min2	Min3	Min4	Min5	Min6	Min7	Min8	Min9	Min10	Min11	Min12	Min13	Min14	Min15	Min16	Min17	Min18	Min19	Min20	Min21	Min22	Min23	Min24	Min25	Min26	Min27	Min28	Min29	Min30	Min31	Min32	Min33	Min34	Min35	Min36	Min37	Min38	Min39	Min40	Min41	Min42	Min43	Min44	Min45	Min46	Min47	Min48	Min49	Min50	Min51	Min52	Min53	Min54	Min55	Min56	Min57	Min58	Min59	Min60	Min61	Min62	Min63	Min64	Min65	Min66	Min67	Min68	Min69	Min70	Min71	Min72	Min73	Min74	Min75	Min76	Min77	Min78	Min79	Min80	Min81	Min82	Min83	Min84	Min85	Min86	Min87	Min88	Min89	Min90
144	L1/P/N28	Adult	L1	Low	1.100	1	1.0250	1	A	30.6	18.7	30	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	32.2	32.4	37.8	30.4	33.8	35.8	27	33.8	35.6	22.3	37.8	37.8	37.8	37.8	37.8	37.8	37.8	37.8	31.5	31.5	32.2	31.5	17.6	14.7	33.6	19.6	33.6	33.5	26.8	33.5	35.5	35.5	35.5	35.5	38	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	36.9	35.8	35.8	35.8	24.3	31.8	28.8	33.1	25.2	34.5	19.4	32	38.2	37.1	37.1	37.1	37.1
145	L1/P/N29	Adult	L1	Low	1.100	1	1.0250	1	B	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	16.5	26.2	26.2	NA	NA	NA	NA	NA	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6
146	L1/P/N3	Juvenile	L1	Low	1.100	1	1.0250	1	A	26.6	18.3	20.1	28.4	28.4	28.4	33.8	33.8	33.8	33.8	33.8	33.8	33.8	34.9	34.9	34.9	34.9	34.9	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	32	32	32	32	32	32	32	29.1	33.1	32.9	32.7	32.7	31.3	32	25.5	30.2	28.4	26.3	32.7	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	32.7	32.7
147	L1/P/N30	Adult	L1	Low	1.100	1	1.0250	1	B	23.5	23.5	23.5	16.8	21.2	21.2	21.2	19.7	22.2	22.2	22.2	22.2	22.2	22.2	22.2	22.2	22.2	22.2	22.2	22.9	22.9	22.9	22.9	22.9	22.9	22.9	22.9	22.9	16.8	22.2	22.2	22.2	25.2	25.2	25.2	25.2	25.2	25.2	25.2	25.2	25.2	25.2	25.2	25.2	25.2	25.2	25.2	25.2	25.2	25.2	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	30.9	30.9	NA	NA	NA	NA	NA	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	30.9	31.6	32.3	32.8	33	33	33	33	33	33	33	33
148	L1/P/N31	Adult	L1	Low	1.100	1	1.0250	1	B	18	19.5	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	27.2	22.2	28.6	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	30.1	30.1	30.1	NA	NA	NA	NA	NA	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	28.6	28.6	20.2	25.6	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8	34.8
149	L1/P/N32	Adult	L1	Low	1.100	1	1.0250	1	B	24.6	24.6	24.6	24.6	24.6	24.6	37.7	23	23	19.2	19.2	19.2	24.2	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	26.9	25.9	25.9	25.9	25.9	25.9	17.5	24.9	29.4	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	30.1	NA	NA	NA	NA	NA	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9	28.9
150	L1/P/N33	Adult	L1	Low	1.100	1	1.0250	1	B	20.5	20.5	20.5	20.5	20.5	20.5	20.5	20.5	20.5	20.5	20.5	20.5	20.5	20.5	20.5	31.6	31.6	31.6	31.6	31.6	31.6	31.6	31.6	31.6	31.6	31.6	31.6	31.6	31.6	31.6	31.6	31.6	31.6	31.6	31.6	31.6	31.6	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	28.2	NA	NA	NA	NA	NA	28.2	28.2	27.7	27.7	27.7	27.7	27.7	27.7	27.7	27.7	27.7	27.7	27.7	27.7	27.7	27.7	27.7	27.7	27.7	27.7	27.7	33	33	33
151	L1/P/N34	Adult	L1	Low	1.100	1	1.0250	1	B	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	NA	NA	NA	NA	NA	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.3	32.3	32.3	32.3	32.3	32.3	32.3	32.3	32.3	32.3
152	L1/P/N35	Adult	L1	Low	1.100	1	1.0250	1	B	27.9	27.9	27.9	27.9	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	31.3	28.9	29.6	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	NA	NA	NA	NA	NA	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6
153	L1/P/N36	Adult	L1	Low	1.100	1	1.0250	1	B	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.1	32.5	32.5	32.5	32.5	32.5	32.5	32.5	32.5	32.5	32.5	32.3	23.9	31.4	32.6	38	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	36.3	NA	NA	NA	NA	NA	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35	35	35	35	35	35	35	35	35	35
154	L1/P/N37	Adult	L1	Low	1.100	1	1.0250	1	B	26.2	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	34.3	16.8	18.8	30.3	30.3	30.3	30.3	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.8	36.3	36.3	36.3	36.3	NA	NA	NA	NA	NA	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7	36.7
155	L1/P/N38	Adult	L1	Low	1.100	1	1.0250	1	B	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34.1	34	34	34	34	34	34	34	34	34	33.6	28.8	28.8	28.8	28.8	NA	NA	NA	NA	NA	24.6	24.6	24.6	24.6	24.6	24.6	24.6	24.6	24.6	24.6	24.6	24.6	24.6	24.6	24.6	24.6	24.6	24.6	30.4	30.4	30.4	30.4	30.4	30.4
156	L1/P/N39	Adult	L1	Low	1.100	1	1.0250	1	B	23.2	23.2	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	16.5	20.7	20.7	20.7	20.7	20.7	20.7	20.7	20.7	20.7	20.7	20.7	20.7	20.7	38.3	38.3	38.3	38.3	38.3	38.3	38.3	38.3	38.3	38.3	38.3	38.3	38.3	38.3	38.3	38.3	38.3	38.3	38.3	38.3	38.3	38.3	NA	NA	NA	NA	NA	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	38	29.3	25.1	26.2	26.2
157	L1/P/N40	Adult	L1	Low	1.100	1	1.0250	1	B	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	27.1	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	NA	NA	NA	NA	NA	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	34.1	34.1	34.1	34.1	34.1	34.1	34.1
158	L1/P/N41	Adult	L1	Low	1.100	1	1.0250	1	B	27.9	27.9	27.9	27.9	27.9	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.1	35.1	35.1	35.1	35.1	35.1	NA	NA	NA	NA	NA	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	34.8	34.8	34.8
159	L1/P/N42	Juvenile	L1	Low	1.100	1	1.0250	1	B	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	30.6	25.9	26.9	26.9	26.9	26.9	26.9	36.3	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	NA	NA	NA	NA	NA	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.3	32.3	32.3
160	L1/P/N5	Juvenile	L1	Low	1.100	1	1.0250	1	A	30.6	31.8	31.8	15.1	19.2	27.3	32.9	16.9	19.8	18.3	15.4	17.2	26.3	26.3	16.1	15.4	16.1	20.7	27.3	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	15.4	30.2	33.1	27.2	32	32.6	15.4	15.1	15.4	16.9	38	33.8	21.2	15.1	23.2	27.3	34.2	34.2	18	30.8	33.8	33.8	15.1	15.8	25.3	25.3	30.2	31.7	16.1	16.1	16.1	24.1	32	32	34.2	34.2	34.2	34.2	34.2
161	L1/P/N6	Juvenile	L1	Low	1.100	1	1.0250	1	A	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	31.3	31.3	31.3	31.3	31.3	31.3	31.3	NA	34.4	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1
162	L1/P/N7	Adult	L1	Low	1.100	1	1.0250	1	A	19	24.8	24.8	24.8	24.8	24.8	24.8	28.6	28.6	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	34.4	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.9	34.4	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.5	34.7	34.7	34.7	34.7	34.7	34.9	34.9	34.9	34.9	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.7	34.4	34.4	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2
163	L2b/P/2/N1	Adult	L2b	Medium	1.425	1.5	1.5375	2	A	36	34.6	34.6	34.6	34.6	34.6	34.6	34.6	30.4	35.1	35.1	35.1	35.1	31.3	38.2	37.6	33.3	33.3	33.3	33.3	34.6	32.6	26.4	30.8	34.4	27.5	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	38.2	35.6	15.1	34	34	34	34	37.8	34.9	29.1	33.7	33.7	33.5	32.6	31.5	31.5	31.5	32	30.9	36.9	34.7	31.5	32.9	33.1	33.1	33.1	33.1	33.1	33.1	33.1	17.6	32.2	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	37.8	36.4	34.6	27.7	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	36.4	36.2	17.6
164	L2b/P/2/N10	Adult	L2b	Medium	1.425	1.5	1.5375	2	A	20.9	25.5	34.4	34.2	26.3	25.5	38.2	36	36	15.1	28.1	15.4	21.9	28.2	28.2	28.2	28.2	28.2	28.4	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.2	15.4	32.9	31.9	16.2	35.1	29.1	15.4	29.3	23.9	34.4	33.3	30.2	34.9	18	33.8	28.8	32.8	31.3	31.3	29.3	34.9	34.9	27.3	31.7	31.7	31.7	28.1	32.9	34.2	19.6	38	33.8	27.3	35.8	33.1	29.1	29.3	33.7	15.4	30.8	38.2	33.1	33.1	37.8	30.2	26.4	30.6	31.7	31.7	31.7	31.7	31.7	31.7
165	L2b/P/2/N11	Adult	L2b	Medium	1.425	1.5	1.5375	2	A	25.5	25.5	25.5	25.5	25.5	19.4	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	32.9	32.9	32.9	32.9	32.9	32	32	32	32	32	32	32	32	32	32	32	32	25.5	30.6	30.8	30.9	30.9	30.9	30.9
166	L2b/P/2/N12	Juvenile	L2b	Medium	1.425	1.5	1.5375	2	A	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	33.7	33.7	33.7	32.6	32.6	32.6	32.6	32.9	32.9	32.9	32.9	32.9	33.1	33.1	33.1	33.5	33.3	33.3	33.3	33.3	33.3	33.3	33.3	32.9	32.9	32.9	32.9	32.9	32.9	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6
167	L2b/P/2/N13	Adult	L2b	Medium	1.425	1.5	1.5375	2	A	15.8	31.5	28.2	26.6	29.9	33.3	31.5	32	22.7	35.5	18.7	24.8	24.1	15.4	18.7	15.6	30.4	31.9	34.4	15.4	35.3	31.9	33.1	32	36.7	37.3	17.3	28.4	30.8	28.1	37.1	17.3	27.3	32.2	25	15.4	24.8	29	34.9	29.7	17.4	36.7	16	30.8	37.3	37.1	27.7	33.1	18.2	33.7	36	19.8	23.7	34.2	17.4	34.2	16.5	16.2	22.1	16	16.2	28.8	35.3	33.7	15.3	34.2	33.8	21	15.4	15.4	31.3	15.4	32.8	34.2	33.3	20.5	25.4	34.2	34.9	32.2	32.2	37.8	32.9	33.8	36.7	34.2	28.6	19.1	30.6	30
168	L2b/P/2/N16	Adult	L2b	Medium	1.425	1.5	1.5375	2	A	34.2	34.2	34.2	34.2	34.2	34.2	34.2	21.9	36.4	15.4	32	29.9	36.5	35.5	35.5	35.5	35.5	35.5	35.5	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	35.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7	31.7
169	L2b/P/2/N17	Adult	L2b	Medium	1.425	1.5	1.5375	2	A	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	35.1	35.1	35.1	35.1	35.1	35.5	34.2	34.2	34.2	34.2	33.7	33.7	37.6	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	35.5	33.3	33.5	34.4	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	26.3	27.7	27.7	27.7	27.7	27.7	27.7	27.7	27.7	28.2	34.9	34.9	34.9	34.9	37.8	37.8	37.8	37.8	33.1	33.1	33.8	33.8	33.8
170	L2b/P/2/N18	Adult	L2b	Medium	1.425	1.5	1.5375	2	A	36.5	36.5	36.5	36.5	36.5	36.5	36.5	36.5	36.5	36.5	36.5	36.5	36.5	26.3	34.7	34.7	34.7	35.3	35.3	36.4	35.8	33.5	37.8	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	NA	33.7	32.6	33.8	33.8	35.8	35.8	34.4	34.4	34.4	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	33.3	32.8	32.8	32.8	32.8	32.8	32.8
171	L2b/P/2/N19	Adult	L2b	Medium	1.425	1.5	1.5375	2	A	34.6	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.7	32.9	32.9	32.9	32.9	30.2	32.6	32.6	32.6	32.6	33.3	33.3	33.3	33.3	33.3	32.8	32.8	32.8	32.8	32.8	32.8	33.3	33.3	33.3	33.3	27.5	37.8	34.7	34.2	33.8	35.5	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	35.1	34.6	34.6	34.6	34.6	34.6	34.6	15.4	34	27.9	27.7	35.6	34.7	27.2	30.4	29.3	34.9	18.7	18.7	18.7	25.4	34	NA	37.4	28.6	36.7	35.8	28.6	35.8	32.9	32.9	36.9	35.5	35.5
172	L2b/P/2/N2	Adult	L2b	Medium	1.425	1.5	1.5375	2	A	36.2	35.1	33.5	30.6	30.6	30.6	26.8	26.8	26.8	26.8	26.8	27.9	27.9	27.9	27.9	27.9	33.8	37.8	35.1	33.5	32	32	31.3	31.3	32	32	32	32	32.2	32.2	32.2	32.2	32.2	32.2	32.2	32.2	32	32	32	32	32	32	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.6	32.6	32.6	32.6	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	31.9	32.2	32.2	32.2	32.2	32.2	32.2	32.2	32.2	32.2	32.2	32.2	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32	32	32	32	32
173	L2b/P/2/N20	Adult	L2b	Medium	1.425	1.5	1.5375	2	A	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	33.7	33.7	33.7	31.7	15.1	34	22.5	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34	34	34	34	34	34	34	34	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	32.9	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.6	35.3	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1
174	L2b/P/2/N21	Adult	L2b	Medium	1.425	1.5	1.5375	2	A	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	33.5	31.1	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6	34.6
175	L2b/P/2/N22	Adult	L2b	Medium	1.425	1.5	1.5375	2	A	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	31.3	31.9	24.6	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32.8	32	32	32	32	32	32	32	32	32	32.2	32.2	32.2	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	26.4	32.2	35.6	35.6	35.6	35.6	35.6	35.6	36.2	35.3	35.3	35.3	35.3	35.3	35.3	35.3	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	34.2	31.7	NA	34.7	34.7
176	L2b/P/2/N23	Adult	L2b	Medium	1.425	1.5	1.5375	2	A	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	33.1	20.3	34.6	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.7	33.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	37.4	36.2	34.2	34.2	34.2	34.2	34.2	32.8	32.8	32.8	32.8	29.7	30.2	30.2	30.2	30.8	30.8	30.8	30.8	30.8
177	L2b/P/2/N24	Juvenile	L2b	Medium	1.425	1.5	1.5375	2	A	34.7	23.6	33.5	32.8	32.8	32.8	32.8	32.8	32.8	32.8	34.2	34.7	32	15.8	34.7	34.4	38.2	31.1	33.8	32.4	21	36	30.9	30.8	15.4	16.5	34	34.6	NA	32	34	30.8	33.8	33.8	33.8	33.8	33.8	33.5	33.3	33.3	33.3	33.3	18.9	37.4	37.4	37.4	37.4	37.4	37.4	37.4	37.4	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2
178	L2b/P/2/N25	Adult	L2b	Medium	1.425	1.5	1.5375	2	A	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	32.6	31.9	31.9	31.9	31.9	31.9	30	27.5	31.9	30.8	21.6	30.6	31.7	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32.4	32	32	29.7	31.5	31.9	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2	38.2
